ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40022359,PR-40023187,"Birches Early Learning Centre Bunyip","BIRCHES EARLY LEARNING CENTRE PTY LTD","Centre-Based Care","31 High St",BUNYIP,VIC,3815,0370360330,,,92,12/11/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023",,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,Yes,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022364,PR-00006548,"Mount Martha House Kindergarten","Community Kinders Plus Inc.","Centre-Based Care","466 Esplanade","MOUNT MARTHA",VIC,3934,0359256355,,"•	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",27,02/02/2022,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2024",,,,,,,,,,,"May 2024",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,00:00,00:00,,,,,,,,,,,,,,,00:00,00:00,,,,,,,,,,,,,,,,,,,,,No
SE-40022377,PR-00002155,"Sea Lake Early Learning Centre","Mallee Track Health and Community Service","Centre-Based Care","Tyrell College, 10 Sutcliff Street","SEA LAKE",VIC,3533,0350701387,,"An approved provider of an education and care service that is listed on the Department of Education Risk of Grassfire (Category 4) must ensure that:  
 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 
o	a list of the service's emergency contact details 
o	procedures for monitoring and managing bushfire and grassfire risks and events 
o	procedures for identifying and managing events that may cause planned, unplanned, or pre-emptive closure of the service 
o	procedures for notifying families of children enrolled at the service of any closure 
o	procedures for reviewing and updating the Emergency Management Plan. 
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",39,10/01/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025",,,,,,,,,,,"March 2025",Yes,No,Yes,No,No,No,No,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,,,,,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,,,,,No
SE-40022394,PR-40027362,"Wandin Yallock Primary School OSHC","WANDIN YALLOCK PRIMARY SCHOOL COUNCIL","Centre-Based Care","105 Beenak Rd","WANDIN NORTH",VIC,3139,0359644276,,"•	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",30,20/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2024",,,,,,,,,,,"January 2026",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40022433,PR-00003079,"Holy Child Early Years Centre","Northern Schools Early Years Cluster Inc.","Centre-Based Care","227 Blair St",DALLAS,VIC,3047,,,,66,28/01/2022,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2024",,,,,,,,,,,"September 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,08:30,13:30,08:30,13:30,,,08:30,13:30,,,,,08:30,13:30,,,08:30,13:30,08:30,13:30,,,,,,,,,,,,,,,,,,,,,No
SE-40022446,PR-40011145,"Penders Grove PS TheirCare","TheirCare Pty Ltd","Centre-Based Care","370 Victoria Road",THORNBURY,VIC,3071,1300072410,,,80,22/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2023",,,,,,,,,,22/04/2025,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40022466,PR-00009051,"Warrnambool Three Year Old Kindergarten Inc.","WARRNAMBOOL THREE YEAR OLD KINDERGARTEN INC","Centre-Based Care","10 Panorama Ave",WARRNAMBOOL,VIC,3280,0490706897,,,75,24/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"September 2025",No,No,Yes,No,No,No,No,08:00,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,08:30,12:30,08:30,12:30,08:30,13:30,08:30,12:30,08:30,12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022467,PR-40028424,"Holy Cross Children's Hub Mickleham OSHC","MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD","Centre-Based Care","2-14 Carlingford Rd",MICKLEHAM,VIC,3064,0493647991,,,70,13/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2024",,,,,,,,,,03/04/2026,"January 2026",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40022470,PR-40026948,"Nido Early School Rosanna","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","232 Waiora Rd",ROSANNA,VIC,3084,0370360210,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.
 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.
",91,22/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2024",,,,,,,,,,29/04/2022,"May 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022479,PR-00010204,"Poowong OSHC","POOWONG CONSOLIDATED SCHOOL COUNCIL","Centre-Based Care","5 Gardner Lane",POOWONG,VIC,3988,0356592356,,"An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",25,21/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2024",,,,,,,,,,24/01/2025,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022480,PR-00002539,"Camp Australia - St Angela of the Cross Primary School OSHC","Camp Australia Pty Limited","Centre-Based Care","181 Mills Rd",WARRAGUL,VIC,3820,0412545042,,,21,31/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024",,,,,,,,,,05/02/2024,"February 2026",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:20,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022481,PR-40011145,"Mooroopna Park PS TheirCare","TheirCare Pty Ltd","Centre-Based Care","Mooroopna Park Primary School, 45 MacIsaac Rd",MOOROOPNA,VIC,3629,0499243303,,,30,05/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2025",,,,,,,,,,,"June 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:35,07:00,08:35,07:00,08:35,07:00,08:35,07:00,08:35,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022482,PR-40011145,"St Brendan's Somerville TheirCare","TheirCare Pty Ltd","Centre-Based Care","St Brendans Primary School, 19 Austin Rd",SOMERVILLE,VIC,3912,,,,45,02/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2024",,,,,,,,,,,"July 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40022490,PR-00002149,"Keysborough Primary Kindergarten","Child & Family Care Network Inc","Centre-Based Care","Keysborough Primary School, 31-53 Coomoora Rd","SPRINGVALE SOUTH",VIC,3172,0370679115,,,66,28/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024",,,,,,,,,,,"June 2024",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:15,15:45,09:00,14:00,09:00,14:00,08:15,15:45,09:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022505,PR-00001129,"Goodstart Early Learning Bentleigh East - McKinnon Road","Goodstart Early Learning Ltd","Centre-Based Care","364 McKinnon Road","BENTLEIGH EAST",VIC,3165,0370040041,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",114,13/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Mar 2024",,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022514,PR-40026959,"Explorers Early Learning - Surrey Hills Elgar Road","JML TRADING SURREY HILLS ELGAR ROAD PTY LTD","Centre-Based Care","219-221 Elgar Rd","SURREY HILLS",VIC,3127,0370654820,,"The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur within 3 months of operation and again at 12 months of operation. The report prepared must identify:
(a)   the service;
(b)   the date and time of the rehearsal;
(c)   the total time taken to evacuate the building;
(d)   the location to which building occupants were evacuated to;
(e)   the number of children and educators in attendance on the day;
(f)   the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and
(g) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service.
The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.
 The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",132,22/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2024",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022525,PR-00001578,"Elizabeth Drive Child and Family Centre","Hume City Council","Centre-Based Care","511 Elizabeth Drive",SUNBURY,VIC,3429,0392052829,,,20,07/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Aug 2024",,,,,,,,,,,"June 2024",No,No,Yes,No,No,No,No,,,,,,,08:30,14:00,,,,,,,,,08:30,16:00,,,08:30,16:00,,,,,,,09:00,14:00,,,09:00,14:00,,,09:00,14:00,,,,,,,,,,,,,,,,,,,No
SE-40022527,PR-00001578,"Craigieburn Leisure Centre Creche","Hume City Council","Centre-Based Care","127 Craigieburn Rd",CRAIGIEBURN,VIC,3064,0392052659,,,47,21/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2024",,,,,,,,,,,"July 2024",No,No,Yes,No,No,No,No,,,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,No
SE-40022542,PR-00004547,"KU Dianella Kindergarten","KU Children's Services","Centre-Based Care","6 Congo Dr",TARNEIT,VIC,3029,0370031700,,,99,25/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2025",,,,,,,,,,,"April 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,No
SE-40022543,PR-40011424,"Lucknow Kindergarten","T. & C. Koelewyn Proprietary Limited ATF Koelewyn Family Trust","Centre-Based Care","1B Balmoral Crescent",EASTWOOD,VIC,3875,,,,66,20/12/2021,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2023",,,,,,,,,,,"July 2025",Yes,Yes,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022549,PR-00001947,"Koomail Tardy Community Centre","Early Childhood Management Services Inc","Centre-Based Care","117 Alcock Rd",TRUGANINA,VIC,3029,"9989 5179",,,99,11/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2026",,,,,,,,,,,"November 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,09:00,16:30,09:00,16:30,09:00,14:00,09:00,16:30,09:00,14:00,,,,,,,,,,,,,,,,,,,No
SE-40022575,PR-40002234,"TeamKids - Clyde Primary","TEAM HOLIDAY PTY LTD","Centre-Based Care","13 Oroya Grove",CLYDE,VIC,3978,1300035000,,"An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",49,22/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023",,,,,,,,,,,"June 2026",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40017699,PR-00002454,"Little Saints Early Learning Centre Drouin","Davmat Investments Pty Ltd","Centre-Based Care","41 Main South Rd",DROUIN,VIC,3818,0356162086,,,120,28/01/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2022",,"July 2025",Yes,No,No,Yes,Yes,Yes,Yes,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40017702,PR-40033221,"Burwood House Early Learning Centre","Chipmunks Belfield Pty Ltd","Centre-Based Care","172-174 Burwood Hwy",BURWOOD,VIC,3125,0386577584,,,149,12/02/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024",,,,,,,,,,10/07/2023,"February 2026",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40017704,PR-40004402,"Good News Lutheran OSHClub","OSHCLUB PTY LTD","Centre-Based Care","Good News Christian School, 580 Tarneit Rd",TARNEIT,VIC,3029,0437119635,,,75,10/12/2019,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021",,"January 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40017740,PR-40026948,"Nido Early School Wyndham Vale","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","9 Welcome Pde","WYNDHAM VALE",VIC,3024,0370199398,,,102,04/02/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2023",29/04/2022,"January 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40017752,PR-40021722,"JOYFUL LEARNING EARLY LEARNING CENTRE PTY LTD","JOYFUL LEARNING EARLY LEARNING CENTRE PTY LTD","Centre-Based Care","12-18 Barkly Tce",MITCHAM,VIC,3132,0370246069,,,54,13/06/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021",,"May 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40017764,PR-40004334,"Big Childcare - Davis Creek PS OSHC","Big Childcare Pty Ltd ATF Big Childcare Unit Trust","Centre-Based Care","65 Wootten Rd",TARNEIT,VIC,3029,1300273162,,,90,23/01/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021",21/12/2022,"February 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40017784,PR-40020621,"Southern Cross Montessori Leopold","Leopold Montessori Pty Ltd ATF Leomont Trust","Centre-Based Care","50-52 Christies Rd",LEOPOLD,VIC,3224,"03 5250 6981",,,33,27/05/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023",,,,,,,,,,,"February 2024",Yes,No,Yes,No,No,No,Yes,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
